raceId,max,UQ,median,mean,LQ,min
841,102242.0,95921,93421,95618.77377654663,91707,85386.0
842,113520.5,107498,105346,106844.6719858156,103483,97460.5
843,112152.5,106643,104374,105659.2507788162,102970,97460.5
844,100824.0,95922,94112,95400.36559139784,92654,87752.0
845,98820.5,93584,91549,92749.42052313883,90093,84856.5
846,90243.0,84492,82048,99203.54301745637,80658,74907.0
847,165345.5,121562,103330,220450.71505376344,92373,48589.5
848,114345.5,108482,106252,107504.34549516009,104573,98709.5
849,131762.0,111653,101233,104956.72372093023,98247,78138.0
850,106797.5,101324,99300,100239.72191673213,97675,92201.5
851,121690.5,101502,90895,94755.08797850907,88043,67854.5
852,127493.0,119570,116782,120528.80518018018,114288,106365.0
853,97410.5,92231,90323,95309.73903262093,88778,83598.5
854,129611.5,121102,117637,120600.50561797753,115429,106919.5
855,111041.0,104201,101537,104489.39803439804,99641,92801.0
856,116287.0,108316,105626,108893.22904564315,103002,95031.0
857,99790.0,94030,92006,93231.47723440135,90190,84430.0
858,115691.5,109576,107650,108615.13651877134,105499,99383.5
859,84433.5,80580,78988,79987.84020618557,78011,74157.5
860,103396.0,96664,94081,98469.92911877394,92176,85444.0
861,165830.5,131797,121542,179399.37637795275,109108,75074.5
862,109029.5,105041,103462,104809.6096049574,102382,98393.5
863,107092.0,102391,100696,101989.5539177657,99257,94556.0
864,96106.5,92085,90758,91803.58646063283,89404,85382.5
865,84513.5,81830,80723,82576.82849239281,80041,77357.5
866,85119.5,81104,79582,80304.94339622642,78427,74411.5
867,114847.0,109300,107049,110761.68181818182,105602,100055.0
868,105987.0,100620,98669,99808.07019143118,97042,91675.0
869,88034.5,83650,82289,83038.70379746835,80727,76342.5
870,94328.0,90041,88471,89435.71992597163,87183,82896.0
871,127739.0,120728,118144,124004.40853658537,116054,109043.0
